"","obsevationID","Gradient","plotID","plotCode","plotElev","GradPlot","subplot","individual","linearDistance","perpendicularDistance","habit","acceptedFamily","acceptedGenus","acceptedSpecies","acceptedAuthor","TaxonFinal","FullTaxonFinal"
"3012",675176,"Savegre",26274,"Tinamu",1060,"SA-3","1","16","19.2","NULL","T","Rubiaceae","Faramea","NULL","NULL","faramea_sp1","Rubiaceae/Faramea/Faramea_sp1"
"3013",675177,"Savegre",26274,"Tinamu",1060,"SA-3","1","17","22.1","NULL","T","Rubiaceae","Schizocalyx","Schizocalyx veraguensis","(Dwyer) Kainul. & B. Bremer","schizocalyx_veraguensis","Rubiaceae/Schizocalyx/Schizocalyx_veraguensis"
"3014",675178,"Savegre",26274,"Tinamu",1060,"SA-3","1","18","30.7","NULL","T","Sapotaceae","Chrysophyllum","NULL","NULL","chrysophyllum_sp1","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1"
"3015",675179,"Savegre",26274,"Tinamu",1060,"SA-3","1","19","20.9","NULL","T","Arecaceae","Asterogyne","Asterogyne martiana","(H. Wendl.) H. Wendl. ex Drude","asterogyne_martiana","Arecaceae/Asterogyne/Asterogyne_martiana"
"3016",675180,"Savegre",26274,"Tinamu",1060,"SA-3","1","20","32.8","NULL","T","Apocynaceae","Lacmellea","Lacmellea zamorae","J.F. Morales","lacmellea_zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae"
"3017",675181,"Savegre",26274,"Tinamu",1060,"SA-3","1","21","33.6","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3018",675182,"Savegre",26274,"Tinamu",1060,"SA-3","1","22","36.9","NULL","T","Euphorbiaceae","Croton","Croton megistocarpus","J. A. Gonzalez & Poveda","croton_megistocarpus","Euphorbiaceae/Croton/Croton_megistocarpus"
"3019",675183,"Savegre",26274,"Tinamu",1060,"SA-3","1","23","37.8","NULL","L","Apocynaceae","Allomarkgrafia","Allomarkgrafia plumeriiflora","Woodson","allomarkgrafia_plumeriiflora","Apocynaceae/Allomarkgrafia/Allomarkgrafia_plumeriiflora"
"3020",675184,"Savegre",26274,"Tinamu",1060,"SA-3","1","24","37.5","NULL","T","Rubiaceae","Schizocalyx","Schizocalyx veraguensis","(Dwyer) Kainul. & B. Bremer","schizocalyx_veraguensis","Rubiaceae/Schizocalyx/Schizocalyx_veraguensis"
"3021",675185,"Savegre",26274,"Tinamu",1060,"SA-3","1","25","40.1","NULL","T","Sapindaceae","Matayba","Matayba apetala","Radlk.","matayba_apetala","Sapindaceae/Matayba/Matayba_apetala"
"3022",675186,"Savegre",26274,"Tinamu",1060,"SA-3","1","26","40","NULL","T","Sapotaceae","Chrysophyllum","NULL","NULL","chrysophyllum_sp1","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1"
"3023",675187,"Savegre",26274,"Tinamu",1060,"SA-3","1","27","41.4","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3024",675188,"Savegre",26274,"Tinamu",1060,"SA-3","1","28","43.1","NULL","T","Apocynaceae","Lacmellea","Lacmellea zamorae","J.F. Morales","lacmellea_zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae"
"3025",675189,"Savegre",26274,"Tinamu",1060,"SA-3","2","1","1.4","NULL","T","Cyatheaceae","Sphaeropteris","NULL","NULL","sphaeropteris_sp1","Cyatheaceae/Sphaeropteris/Sphaeropteris_sp1"
"3026",675190,"Savegre",26274,"Tinamu",1060,"SA-3","2","2","3.3","NULL","T","Burseraceae","Protium","NULL","NULL","protium_sp1","Burseraceae/Protium/Protium_sp1"
"3027",675191,"Savegre",26274,"Tinamu",1060,"SA-3","2","3","3.9","NULL","T","Urticaceae","Pourouma","Pourouma bicolor","Mart.","pourouma_bicolor","Urticaceae/Pourouma/Pourouma_bicolor"
"3028",675192,"Savegre",26274,"Tinamu",1060,"SA-3","2","4","4","NULL","T","Sabiaceae","Meliosma","Meliosma grandiflora","C.V. Morton ex A.H. Gentry","meliosma_grandiflora","Sabiaceae/Meliosma/Meliosma_grandiflora"
"3029",675193,"Savegre",26274,"Tinamu",1060,"SA-3","2","5","6.6","NULL","T","Annonaceae","Guatteria","Guatteria diospyroides","Baill.","guatteria_diospyroides","Annonaceae/Guatteria/Guatteria_diospyroides"
"3030",675194,"Savegre",26274,"Tinamu",1060,"SA-3","2","6","6.2","NULL","T","Primulaceae","Ardisia","Ardisia dunlapiana","P.H. Allen","ardisia_dunlapiana","Primulaceae/Ardisia/Ardisia_dunlapiana"
"3031",675195,"Savegre",26274,"Tinamu",1060,"SA-3","2","7","10.8","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3032",675196,"Savegre",26274,"Tinamu",1060,"SA-3","2","8","9.8","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3033",675197,"Savegre",26274,"Tinamu",1060,"SA-3","2","9","19.6","NULL","L","Fabaceae","Phaseolus","NULL","NULL","phaseolus_sp1","Fabaceae/Phaseolus/Phaseolus_sp1"
"3034",675198,"Savegre",26274,"Tinamu",1060,"SA-3","2","10","22.7","NULL","T","Myrtaceae","Myrcia","NULL","NULL","myrcia_sp1","Myrtaceae/Myrcia/Myrcia_sp1"
"3035",675199,"Savegre",26274,"Tinamu",1060,"SA-3","2","11","23.5","NULL","T","Stemonuraceae","Discophora","Discophora guianensis","Miers","discophora_guianensis","Stemonuraceae/Discophora/Discophora_guianensis"
"3036",675200,"Savegre",26274,"Tinamu",1060,"SA-3","2","12","29","NULL","T","Phyllanthaceae","Richeria","Richeria dressleri","G.L. Webster","richeria_dressleri","Phyllanthaceae/Richeria/Richeria_dressleri"
"3037",675201,"Savegre",26274,"Tinamu",1060,"SA-3","2","13","30.2","NULL","T","Primulaceae","Ardisia","Ardisia dunlapiana","P.H. Allen","ardisia_dunlapiana","Primulaceae/Ardisia/Ardisia_dunlapiana"
"3038",675202,"Savegre",26274,"Tinamu",1060,"SA-3","2","14","33.4","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3039",675203,"Savegre",26274,"Tinamu",1060,"SA-3","2","15","34.8","NULL","T","Rubiaceae","Psychotria","Psychotria elata","(Sw.) Hammel","psychotria_elata","Rubiaceae/Psychotria/Psychotria_elata"
"3040",675204,"Savegre",26274,"Tinamu",1060,"SA-3","2","16","41.8","NULL","T","Burseraceae","Protium","NULL","NULL","protium_sp1","Burseraceae/Protium/Protium_sp1"
"3041",675205,"Savegre",26274,"Tinamu",1060,"SA-3","2","17","44.2","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3042",675206,"Savegre",26274,"Tinamu",1060,"SA-3","2","18","44.2","NULL","T","Dipentodontaceae","Perrottetia","Perrottetia sessiliflora","Lundell","perrottetia_sessiliflora","Dipentodontaceae/Perrottetia/Perrottetia_sessiliflora"
"3043",675207,"Savegre",26274,"Tinamu",1060,"SA-3","2","19","47.4","NULL","T","Boraginaceae","Cordia","Cordia croatii","J.S. Mill.","cordia_croatii","Boraginaceae/Cordia/Cordia_croatii"
"3044",675208,"Savegre",26274,"Tinamu",1060,"SA-3","2","20","47.4","NULL","H","Urticaceae","Coussapoa","Coussapoa parviceps","Standl.","coussapoa_parviceps","Urticaceae/Coussapoa/Coussapoa_parviceps"
"3045",675209,"Savegre",26274,"Tinamu",1060,"SA-3","2","21","49","NULL","T","Myristicaceae","Otoba","Otoba novogranatensis","Moldenke","otoba_novogranatensis","Myristicaceae/Otoba/Otoba_novogranatensis"
"3046",675210,"Savegre",26274,"Tinamu",1060,"SA-3","2","22","49.2","NULL","T","Rubiaceae","Coussarea","Coussarea caroliana","Standl.","coussarea_caroliana","Rubiaceae/Coussarea/Coussarea_caroliana"
"3047",675211,"Savegre",26274,"Tinamu",1060,"SA-3","3","1","5.4","NULL","T","Chloranthaceae","Hedyosmum","Hedyosmum goudotianum","Solms","hedyosmum_goudotianum","Chloranthaceae/Hedyosmum/Hedyosmum_goudotianum"
"3048",675212,"Savegre",26274,"Tinamu",1060,"SA-3","3","2","6.5","NULL","T","Chloranthaceae","Hedyosmum","Hedyosmum goudotianum","Solms","hedyosmum_goudotianum","Chloranthaceae/Hedyosmum/Hedyosmum_goudotianum"
"3049",675213,"Savegre",26274,"Tinamu",1060,"SA-3","3","3","10","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3050",675214,"Savegre",26274,"Tinamu",1060,"SA-3","3","4","11.3","NULL","T","Vochysiaceae","Vochysia","Vochysia allenii","Standl. & L.O. Williams","vochysia_allenii","Vochysiaceae/Vochysia/Vochysia_allenii"
"3051",675215,"Savegre",26274,"Tinamu",1060,"SA-3","3","5","12.6","NULL","T","Phyllanthaceae","Richeria","Richeria dressleri","G.L. Webster","richeria_dressleri","Phyllanthaceae/Richeria/Richeria_dressleri"
"3052",675216,"Savegre",26274,"Tinamu",1060,"SA-3","3","6","12.7","NULL","T","Myrtaceae","Myrcia","NULL","NULL","myrcia_sp2","Myrtaceae/Myrcia/Myrcia_sp2"
"3053",675217,"Savegre",26274,"Tinamu",1060,"SA-3","3","7","12.8","NULL","T","Lauraceae","Ocotea","Ocotea praetermissa","van der Werff","ocotea_praetermissa","Lauraceae/Ocotea/Ocotea_praetermissa"
"3054",675218,"Savegre",26274,"Tinamu",1060,"SA-3","3","8","11.9","NULL","T","Lauraceae","Ocotea","Ocotea praetermissa","van der Werff","ocotea_praetermissa","Lauraceae/Ocotea/Ocotea_praetermissa"
"3055",675219,"Savegre",26274,"Tinamu",1060,"SA-3","3","9","14.1","NULL","T","Arecaceae","Asterogyne","Asterogyne martiana","(H. Wendl.) H. Wendl. ex Drude","asterogyne_martiana","Arecaceae/Asterogyne/Asterogyne_martiana"
"3056",675220,"Savegre",26274,"Tinamu",1060,"SA-3","3","10","18","NULL","T","Elaeocarpaceae","Sloanea","Sloanea medusula","K. Schum. & Pittier","sloanea_medusula","Elaeocarpaceae/Sloanea/Sloanea_medusula"
"3057",675221,"Savegre",26274,"Tinamu",1060,"SA-3","3","11","23","NULL","T","Moraceae","Pseudolmedia","Pseudolmedia mollis","Standl.","pseudolmedia_mollis","Moraceae/Pseudolmedia/Pseudolmedia_mollis"
"3058",675222,"Savegre",26274,"Tinamu",1060,"SA-3","3","12","28.1","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3059",675223,"Savegre",26274,"Tinamu",1060,"SA-3","3","13","35.8","NULL","T","Apocynaceae","Lacmellea","Lacmellea zamorae","J.F. Morales","lacmellea_zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae"
"3060",675224,"Savegre",26274,"Tinamu",1060,"SA-3","3","14","37","NULL","T","Fabaceae","Inga","Inga thibaudiana","DC.","inga_thibaudiana","Fabaceae/Inga/Inga_thibaudiana"
"3061",675225,"Savegre",26274,"Tinamu",1060,"SA-3","3","15","41.6","NULL","T","Euphorbiaceae","Croton","Croton megistocarpus","J. A. Gonzalez & Poveda","croton_megistocarpus","Euphorbiaceae/Croton/Croton_megistocarpus"
"3062",675226,"Savegre",26274,"Tinamu",1060,"SA-3","3","16","46.2","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3063",675227,"Savegre",26274,"Tinamu",1060,"SA-3","3","17","48","NULL","T","Cyatheaceae","Sphaeropteris","NULL","NULL","sphaeropteris_sp1","Cyatheaceae/Sphaeropteris/Sphaeropteris_sp1"
"3064",675228,"Savegre",26274,"Tinamu",1060,"SA-3","3","18","49.9","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3065",675229,"Savegre",26274,"Tinamu",1060,"SA-3","4","1","NULL","NULL","T","Myristicaceae","Virola","Virola macrocarpa","A.C. Sm.","virola_macrocarpa","Myristicaceae/Virola/Virola_macrocarpa"
"3066",675230,"Savegre",26274,"Tinamu",1060,"SA-3","4","2","0.9","NULL","T","Apocynaceae","Lacmellea","Lacmellea zamorae","J.F. Morales","lacmellea_zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae"
"3067",675231,"Savegre",26274,"Tinamu",1060,"SA-3","4","3","0.9","NULL","L","Loganiaceae","Strychnos","Strychnos chlorantha","Progel","strychnos_chlorantha","Loganiaceae/Strychnos/Strychnos_chlorantha"
"3068",675232,"Savegre",26274,"Tinamu",1060,"SA-3","4","4","3.8","NULL","T","Rubiaceae","Coussarea","Coussarea loftonii","(Dwyer & M.V. Hayden) Dwyer","coussarea_loftonii","Rubiaceae/Coussarea/Coussarea_loftonii"
"3069",675233,"Savegre",26274,"Tinamu",1060,"SA-3","4","5","4.4","NULL","T","Sapotaceae","Pouteria","Pouteria chiricana","(Standl.) Baehni","pouteria_chiricana","Sapotaceae/Pouteria/Pouteria_chiricana"
"3070",675234,"Savegre",26274,"Tinamu",1060,"SA-3","4","6","7.8","NULL","T","Melastomataceae","Conostegia","Conostegia bracteata","Triana","conostegia_bracteata","Melastomataceae/Conostegia/Conostegia_bracteata"
"3071",675235,"Savegre",26274,"Tinamu",1060,"SA-3","4","8","10","NULL","T","Melastomataceae","Conostegia","Conostegia bracteata","Triana","conostegia_bracteata","Melastomataceae/Conostegia/Conostegia_bracteata"
"3072",675236,"Savegre",26274,"Tinamu",1060,"SA-3","4","9","10.8","NULL","T","Salicaceae","Casearia","Casearia arborea","(Rich.) Urb.","casearia_arborea","Salicaceae/Casearia/Casearia_arborea"
"3073",675237,"Savegre",26274,"Tinamu",1060,"SA-3","4","10","12.4","NULL","T","Rubiaceae","Psychotria","Psychotria elata","(Sw.) Hammel","psychotria_elata","Rubiaceae/Psychotria/Psychotria_elata"
"3074",675238,"Savegre",26274,"Tinamu",1060,"SA-3","4","11","12.6","NULL","T","Elaeocarpaceae","Sloanea","Sloanea longipes","Ducke","sloanea_longipes","Elaeocarpaceae/Sloanea/Sloanea_longipes"
"3075",675239,"Savegre",26274,"Tinamu",1060,"SA-3","4","12","20.3","NULL","T","Araliaceae","Dendropanax","Dendropanax sessiliflorus","(Standl. & A.C. Sm.) A.C. Sm.","dendropanax_sessiliflorus","Araliaceae/Dendropanax/Dendropanax_sessiliflorus"
"3076",675240,"Savegre",26274,"Tinamu",1060,"SA-3","4","13","23.7","NULL","T","Myrtaceae","Myrcia","NULL","NULL","myrcia_sp1","Myrtaceae/Myrcia/Myrcia_sp1"
"3077",675241,"Savegre",26274,"Tinamu",1060,"SA-3","4","14","26.7","NULL","L","Fabaceae","Entada","Entada gigas","(L.) Fawc. & Rendle","entada_gigas","Fabaceae/Entada/Entada_gigas"
"3078",675242,"Savegre",26274,"Tinamu",1060,"SA-3","4","15","27","NULL","T","Myristicaceae","Compsoneura","Compsoneura excelsa","A.C. Sm.","compsoneura_excelsa","Myristicaceae/Compsoneura/Compsoneura_excelsa"
"3079",675243,"Savegre",26274,"Tinamu",1060,"SA-3","4","16","29.9","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3080",675244,"Savegre",26274,"Tinamu",1060,"SA-3","4","17","32.8","NULL","T","Rubiaceae","RubiaceaeIndet.","NULL","NULL","rubiaceaeindet_sp1","Rubiaceae/RubiaceaeIndet/Rubiaceae_sp1"
"3081",675245,"Savegre",26274,"Tinamu",1060,"SA-3","4","18","33.1","NULL","T","Burseraceae","Protium","NULL","NULL","protium_sp1","Burseraceae/Protium/Protium_sp1"
"3082",675246,"Savegre",26274,"Tinamu",1060,"SA-3","4","19","34.1","NULL","T","Melastomataceae","Henriettea","Henriettea tuberculosa","(Donn. Sm.) L.O. Williams","henriettea_tuberculosa","Melastomataceae/Henriettea/Henriettea_tuberculosa"
"3083",675247,"Savegre",26274,"Tinamu",1060,"SA-3","4","20","38.7","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3084",675248,"Savegre",26274,"Tinamu",1060,"SA-3","4","21","40.3","NULL","T","Rubiaceae","Warszewiczia","Warszewiczia uxpanapensis","(Lorence) C.M. Taylor","warszewiczia_uxpanapensis","Rubiaceae/Warszewiczia/Warszewiczia_uxpanapensis"
"3085",675249,"Savegre",26274,"Tinamu",1060,"SA-3","4","22","41","NULL","T","Euphorbiaceae","Croton","Croton megistocarpus","J. A. Gonzalez & Poveda","croton_megistocarpus","Euphorbiaceae/Croton/Croton_megistocarpus"
"3086",675250,"Savegre",26274,"Tinamu",1060,"SA-3","4","23","42.6","NULL","T","Melastomataceae","Henriettea","Henriettea tuberculosa","(Donn. Sm.) L.O. Williams","henriettea_tuberculosa","Melastomataceae/Henriettea/Henriettea_tuberculosa"
"3087",675251,"Savegre",26274,"Tinamu",1060,"SA-3","4","24","45","NULL","L","Fabaceae","Entada","Entada gigas","(L.) Fawc. & Rendle","entada_gigas","Fabaceae/Entada/Entada_gigas"
"3088",675252,"Savegre",26274,"Tinamu",1060,"SA-3","4","25","46.3","NULL","T","Rubiaceae","Psychotria","NULL","NULL","psychotria_sp1","Rubiaceae/Psychotria/Psychotria_sp1"
"3089",675253,"Savegre",26274,"Tinamu",1060,"SA-3","4","26","48.5","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3090",675254,"Savegre",26274,"Tinamu",1060,"SA-3","9","1","0.3","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3091",675255,"Savegre",26274,"Tinamu",1060,"SA-3","9","2","1.1","NULL","T","Vochysiaceae","Vochysia","Vochysia allenii","Standl. & L.O. Williams","vochysia_allenii","Vochysiaceae/Vochysia/Vochysia_allenii"
"3092",675256,"Savegre",26274,"Tinamu",1060,"SA-3","9","3","2","NULL","T","Dichapetalaceae","Dichapetalum","NULL","NULL","dichapetalum_sp1","Dichapetalaceae/Dichapetalum/Dichapetalum_sp1"
"3093",675257,"Savegre",26274,"Tinamu",1060,"SA-3","9","4","1.7","NULL","T","Clusiaceae","Garcinia","Garcinia intermedia","(Pittier) Hammel","garcinia_intermedia","Clusiaceae/Garcinia/Garcinia_intermedia"
"3094",675258,"Savegre",26274,"Tinamu",1060,"SA-3","9","5","2.9","NULL","T","Primulaceae","Ardisia","Ardisia dunlapiana","P.H. Allen","ardisia_dunlapiana","Primulaceae/Ardisia/Ardisia_dunlapiana"
"3095",675259,"Savegre",26274,"Tinamu",1060,"SA-3","9","6","2.9","NULL","H","Cyclanthaceae","Asplundia","Asplundia longitepala","Harling","asplundia_longitepala","Cyclanthaceae/Asplundia/Asplundia_longitepala"
"3096",675260,"Savegre",26274,"Tinamu",1060,"SA-3","9","7","3.3","NULL","L","Sapindaceae","Paullinia","Paullinia imberbis","Radlk.","paullinia_imberbis","Sapindaceae/Paullinia/Paullinia_imberbis"
"3097",675261,"Savegre",26274,"Tinamu",1060,"SA-3","9","8","4.7","NULL","T","Ochnaceae","Quiina","Quiina macrophylla","Tul.","quiina_macrophylla","Ochnaceae/Quiina/Quiina_macrophylla"
"3098",675262,"Savegre",26274,"Tinamu",1060,"SA-3","9","9","4.7","NULL","T","Boraginaceae","Cordia","Cordia croatii","J.S. Mill.","cordia_croatii","Boraginaceae/Cordia/Cordia_croatii"
"3099",675263,"Savegre",26274,"Tinamu",1060,"SA-3","9","10","5","NULL","T","Clusiaceae","Chrysochlamys","Chrysochlamys skutchii","Hammel","chrysochlamys_skutchii","Clusiaceae/Chrysochlamys/Chrysochlamys_skutchii"
"3100",675264,"Savegre",26274,"Tinamu",1060,"SA-3","9","11","6.4","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3101",675265,"Savegre",26274,"Tinamu",1060,"SA-3","9","12","5.4","NULL","T","Annonaceae","Unonopsis","Unonopsis pittieri","Saff.","unonopsis_pittieri","Annonaceae/Unonopsis/Unonopsis_pittieri"
"3102",675266,"Savegre",26274,"Tinamu",1060,"SA-3","9","13","8.4","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3103",675267,"Savegre",26274,"Tinamu",1060,"SA-3","9","14","8.9","NULL","T","Cyatheaceae","Sphaeropteris","NULL","NULL","sphaeropteris_sp1","Cyatheaceae/Sphaeropteris/Sphaeropteris_sp1"
"3104",675268,"Savegre",26274,"Tinamu",1060,"SA-3","9","15","9.9","NULL","T","Rubiaceae","Psychotria","Psychotria elata","(Sw.) Hammel","psychotria_elata","Rubiaceae/Psychotria/Psychotria_elata"
"3105",675269,"Savegre",26274,"Tinamu",1060,"SA-3","9","16","11.1","NULL","T","Phyllanthaceae","Richeria","Richeria dressleri","G.L. Webster","richeria_dressleri","Phyllanthaceae/Richeria/Richeria_dressleri"
"3106",675270,"Savegre",26274,"Tinamu",1060,"SA-3","9","17","12.7","NULL","T","Phyllanthaceae","Richeria","Richeria dressleri","G.L. Webster","richeria_dressleri","Phyllanthaceae/Richeria/Richeria_dressleri"
"3107",675271,"Savegre",26274,"Tinamu",1060,"SA-3","9","18","15.9","NULL","T","Salicaceae","Casearia","Casearia arborea","(Rich.) Urb.","casearia_arborea","Salicaceae/Casearia/Casearia_arborea"
"3108",675272,"Savegre",26274,"Tinamu",1060,"SA-3","9","19","19.1","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3109",675273,"Savegre",26274,"Tinamu",1060,"SA-3","9","20","20.2","NULL","T","Erythroxylaceae","Erythroxylum","Erythroxylum citrifolium","A. St.-Hil.","erythroxylum_citrifolium","Erythroxylaceae/Erythroxylum/Erythroxylum_citrifolium"
"3110",675274,"Savegre",26274,"Tinamu",1060,"SA-3","9","21","20.2","NULL","T","Rubiaceae","Sabicea","Sabicea panamensis","Wernham","sabicea_panamensis","Rubiaceae/Sabicea/Sabicea_panamensis"
"3111",675275,"Savegre",26274,"Tinamu",1060,"SA-3","9","22","20.5","NULL","L","Apocynaceae","Lacmellea","Lacmellea zamorae","J.F. Morales","lacmellea_zamorae","Apocynaceae/Lacmellea/Lacmellea_zamorae"
"3112",675276,"Savegre",26274,"Tinamu",1060,"SA-3","9","23","20.7","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3113",675277,"Savegre",26274,"Tinamu",1060,"SA-3","9","24","23.3","NULL","T","Melastomataceae","MelastomataceaeIndet.","NULL","NULL","melastomataceaeindet_sp2","Melastomataceae/MelastomataceaeIndet/MelastomataceaeIndet_sp2"
"3114",675278,"Savegre",26274,"Tinamu",1060,"SA-3","9","25","23.7","NULL","T","Arecaceae","Socratea","Socratea exorrhiza","(Mart.) H. Wendl.","socratea_exorrhiza","Arecaceae/Socratea/Socratea_exorrhiza"
"3115",675279,"Savegre",26274,"Tinamu",1060,"SA-3","9","26","24.6","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3116",675280,"Savegre",26274,"Tinamu",1060,"SA-3","9","27","29.5","NULL","T","Arecaceae","Asterogyne","Asterogyne martiana","(H. Wendl.) H. Wendl. ex Drude","asterogyne_martiana","Arecaceae/Asterogyne/Asterogyne_martiana"
"3117",675281,"Savegre",26274,"Tinamu",1060,"SA-3","9","28","32.5","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3118",675282,"Savegre",26274,"Tinamu",1060,"SA-3","9","29","32.6","NULL","T","Rubiaceae","Elaeagia","NULL","NULL","elaeagia_sp1","Rubiaceae/Elaeagia/Elaeagia_sp1"
"3119",675283,"Savegre",26274,"Tinamu",1060,"SA-3","9","30","34.8","NULL","T","Araliaceae","Dendropanax","Dendropanax sessiliflorus","(Standl. & A.C. Sm.) A.C. Sm.","dendropanax_sessiliflorus","Araliaceae/Dendropanax/Dendropanax_sessiliflorus"
"3120",675284,"Savegre",26274,"Tinamu",1060,"SA-3","9","31","36.5","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
"3121",675285,"Savegre",26274,"Tinamu",1060,"SA-3","9","32","38.5","NULL","T","Myrtaceae","Myrcia","NULL","NULL","myrcia_sp1","Myrtaceae/Myrcia/Myrcia_sp1"
"3122",675286,"Savegre",26274,"Tinamu",1060,"SA-3","9","33","39.2","NULL","T","Salicaceae","Casearia","Casearia arborea","(Rich.) Urb.","casearia_arborea","Salicaceae/Casearia/Casearia_arborea"
"3123",675287,"Savegre",26274,"Tinamu",1060,"SA-3","9","34","42.9","NULL","T","Meliaceae","Carapa","Carapa guianensis","Aubl.","carapa_guianensis","Meliaceae/Carapa/Carapa_guianensis"
"3124",675288,"Savegre",26274,"Tinamu",1060,"SA-3","9","35","45.9","NULL","T","Fabaceae","Inga","Inga thibaudiana","DC.","inga_thibaudiana","Fabaceae/Inga/Inga_thibaudiana"
"3125",675289,"Savegre",26274,"Tinamu",1060,"SA-3","9","36","47.9","NULL","T","Araliaceae","Dendropanax","Dendropanax sessiliflorus","(Standl. & A.C. Sm.) A.C. Sm.","dendropanax_sessiliflorus","Araliaceae/Dendropanax/Dendropanax_sessiliflorus"
"3126",675290,"Savegre",26274,"Tinamu",1060,"SA-3","5","1","NULL","NULL","L","Fabaceae","Bauhinia","Bauhinia guianensis","Aubl.","bauhinia_guianensis","Fabaceae/Bauhinia/Bauhinia_guianensis"
"3127",675291,"Savegre",26274,"Tinamu",1060,"SA-3","5","2","1.4","NULL","T","Elaeocarpaceae","Sloanea","Sloanea laurifolia","(Benth.) Benth.","sloanea_laurifolia","Elaeocarpaceae/Sloanea/Sloanea_laurifolia"
"3128",675292,"Savegre",26274,"Tinamu",1060,"SA-3","5","3","2.3","NULL","T","Lauraceae","Ocotea","Ocotea praetermissa","van der Werff","ocotea_praetermissa","Lauraceae/Ocotea/Ocotea_praetermissa"
"3129",675293,"Savegre",26274,"Tinamu",1060,"SA-3","5","4","2.8","NULL","T","Melastomataceae","Henriettea","Henriettea tuberculosa","(Donn. Sm.) L.O. Williams","henriettea_tuberculosa","Melastomataceae/Henriettea/Henriettea_tuberculosa"
"3130",675294,"Savegre",26274,"Tinamu",1060,"SA-3","5","5","4.4","NULL","T","Moraceae","Helicostylis","Helicostylis tovarensis","(Klotzsch & H. Karst.) C.C. Berg","helicostylis_tovarensis","Moraceae/Helicostylis/Helicostylis_tovarensis"
"3131",675295,"Savegre",26274,"Tinamu",1060,"SA-3","5","6","7","NULL","T","Stemonuraceae","Discophora","Discophora guianensis","Miers","discophora_guianensis","Stemonuraceae/Discophora/Discophora_guianensis"
"3132",675296,"Savegre",26274,"Tinamu",1060,"SA-3","5","7","8.4","NULL","T","Cyatheaceae","Cyathea","NULL","NULL","cyathea_sp1","Cyatheaceae/Cyathea/Cyathea_sp1"
